,000905.XSHG,open,close,high,low,volume,money,ACCER,ADTM,MAADTM,MTR,ATR,BIAS,CCI,CYE,DKX,KBJ,CYE,MFI,MTM,EMV,ROC,RSI,RSI10,RSI6,OSC,UDL,UDL,WR,MAWR,CHO,MACHO,DIF,DIFMA,CR,MASS,MAMASS,AMO,AMO1,AMO2,BR,AR
2017-07-10,0.0,6221.5252,6206.5568,6236.2921,6189.0004,9037099900.0,104581745916.0,0.0024402402955532427,0.683149177637838,0.6628767642251197,47.291699999999764,59.0098071428571,0.23392169102934474,112.512589716709,0.0942338798974703,6128.313790238095,92.41227843319899,0.0942338798974703,57.37710162576768,139.65220000000045,0.12853170965483587,3.574926849886495,68.15721922154167,65.64324132829202,71.81392888512683,11133.63100000006,6165.582750833333,6131.059978541674,18.45197353764815,27.33581668318298,631756.4456614335,550484.1087521891,153.1784579999976,83.99273319999784,250.59182838336204,22.761130139788378,23.09571601793232,10458174.5916,9116870.68564,8143134.20702,127.71260167626028,188.97953766290152
2017-07-11,0.0,6194.6164,6128.9942,6202.2032,6128.9942,7698233000.0,90795353530.0,-0.0020400818783610376,0.5192044930538148,0.6549072928401489,77.5626000000002,61.31721428571427,-0.889571513711612,34.78620916168727,-0.05765448958497497,6134.53960952381,75.13985301678785,-0.05765448958497497,56.11595293407055,50.80169999999998,0.0850995019155135,1.9746140704768989,44.17880039917959,64.4864284663392,66.54322307630498,2632.6829999999973,6160.892314166666,6141.727564791675,66.5827488353994,98.63952019621625,618292.1359204976,570309.0666542583,156.02750199999537,98.80897819999545,195.6933936315986,22.738437592769152,23.0143674671942,9079535.353,9398601.30234,8295455.00459,106.46381538104974,159.58243743795347
2017-07-12,1.0,6124.9574,6132.9922,6143.7984,6050.6501,7557950100.0,89554635963.0,-0.003820960346239736,0.378156201794212,0.6303824115343074,93.14829999999984,60.669371428571466,-0.7878593907611158,-33.70827363225118,-0.19695560507040102,6136.588009682539,63.12561385789992,-0.19695560507040102,55.69536117745976,140.65699999999924,-0.002751801884139482,0.34935954840014105,45.36765890157079,63.79777530605829,63.34785192396475,2199.6790000000146,6153.343704166667,6149.472389722231,55.644681699184495,55.644681699184495,628863.7881586477,596042.4262673209,162.28300599999602,112.16907319999545,160.6039218993576,22.834918491309317,22.948186069930554,8955463.5963,9528869.71054,8476498.00207,97.5259220378403,142.45420428718276
2017-07-13,1.0,6134.7513,6149.9337,6172.6827,6124.3599,7913600900.0,96251741979.0,-0.0036702639574798706,0.49059315987977115,0.6201429298602824,48.322799999999916,57.923642857142895,-0.39555806692225676,9.088187337304767,-0.1673985391249096,6140.654662142856,57.71095435279369,-0.1673985391249096,62.75574057260859,139.6199999999999,0.17345531564619912,0.601454323388384,50.706100486749996,63.06035174056941,59.76741868941437,3249.98599999999,6148.4722425,6153.752053819454,46.51878346494875,46.51878346494875,650666.3427974307,623382.2205862069,166.90068199999587,124.35344519999553,151.63316834136515,23.036224298740503,22.91295725401427,9625174.1979,9501379.19452,8730552.271540001,87.82415136478072,128.4126495485769
2017-07-14,0.0,6143.3257,6128.7397,6143.4587,6107.9089,6638636000.0,80743682309.0,-0.0021977552742206423,0.4993821446862103,0.5946886387418101,42.02479999999923,53.68303571428565,-0.5430664676029955,-45.857601685441324,-0.3153597522710617,6142.283258492064,52.44570698231504,-0.3153597522710617,55.90294162580406,17.099100000000362,-0.0070910075294632335,0.6987680611543645,44.21945217610783,61.72431557692529,54.91798138224246,551.8855000000258,6144.7988329166665,6154.999325416677,57.935381002143735,57.935381002143735,652457.4607830304,636713.0332490869,167.3338559999993,134.76946299999798,132.66834458591143,23.28087979341595,22.93230446319804,8074368.2309,9238543.193939999,8874371.892830001,82.7200240133296,119.28301087671589
2017-07-17,0.0,6108.452,5876.4592,6108.452,5860.78,10153616900.0,113040983147.0,-0.00866716644608028,-0.016502090545656857,0.49997056883590185,267.95970000000034,70.05897142857137,-3.7268804132434754,-285.62409477922614,-1.0735853078811515,6126.383643809525,39.06182319606523,-1.0735853078811515,47.820789912794595,-236.70659999999953,-0.4917996324995734,-3.9322260485756266,15.640116575181654,57.56999636881957,44.711558738447906,-23771.40299999992,6097.130896666666,6145.036790208335,95.82458195088773,95.82458195088773,549663.081782362,621949.8758505668,143.23716799999784,141.22947159999586,99.27242582855257,23.852443622813283,23.084005656472765,11304098.3147,9407727.938559998,9262299.312099999,63.379577678273115,87.69862066999151
2017-07-18,1.0,5854.072,5938.4342,5938.4342,5842.9557,7656432300.0,83831518529.0,-0.011157663412351883,-0.03492676342292899,0.40410433789169353,95.47849999999926,74.16290714285704,-1.9940502514482692,-243.18749653244942,-0.626489313468527,6106.960207380953,32.0188979440876,-0.626489313468527,47.188018777961325,-147.77700000000004,-0.6273350375897183,-3.2537689334561692,29.140626623483406,54.81590074003249,38.20879154827377,-16931.550999999763,6063.161595833334,6127.966597708334,75.7259943397053,73.42264038023943,480063.0320747965,596667.6402527933,125.42028999999548,144.70647039999477,90.41841365131967,24.389346783549136,23.355375097099568,8383151.8529,9268451.23854,9333526.270440001,71.93050367004444,100.63282022957975
2017-07-19,1.0,5928.0076,6059.3582,6059.5323,5917.6696,10290191400.0,108845290784.0,-0.006130294459238374,0.08518266459719327,0.32552987346005674,141.86269999999968,81.00782142857126,0.19355167354013872,-99.35394226070528,-0.24360695506227426,6098.461777857145,36.00773026996889,-0.24360695506227426,49.298652109527765,-57.63500000000022,-0.4856365421328787,-1.910790782645888,48.45491400981874,52.892362649621326,38.921477425059955,-4744.979499999772,6050.097527916668,6109.500799999998,44.98284420155377,34.36919026952621,443746.44035737496,567576.6909922733,110.28332599999794,145.29855939999624,103.25725194494049,25.0257582997561,23.736595214930727,10884529.0784,9654264.33496,9591567.022750001,74.68696084298331,104.24782508321167
2017-07-20,1.0,6052.5111,6099.2835,6120.1918,6046.4096,9382877000.0,105755231487.0,0.0020328059845062755,0.23801184479464238,0.26988770685465724,73.78219999999965,82.79116428571413,0.9475077911460319,-23.04290431109536,-0.16797773350346618,6096.806497857143,44.29489970138088,-0.16797773350346618,51.10260533055035,-38.8721000000005,-0.4023619851842232,-0.7738789641079324,53.47889860080287,51.24549356762884,40.2733495062109,-1287.1910000000753,6064.911313333334,6094.762068194444,34.83242334042829,22.260597403306605,362722.9017952834,523219.876598381,98.30068799999754,142.7254987999965,111.01027499308739,25.62576975767037,24.201737092657567,10575523.1487,9844334.12512,9672856.65982,80.05686512257753,111.71728184971101
2017-07-21,1.0,6089.6581,6126.1083,6136.9731,6080.5615,8313265400.0,97182317720.0,0.010775968488836694,0.23512456931703402,0.23437771638755966,56.41160000000036,83.4237999999999,1.4581569885187824,4.321086878253989,-0.008741532051908796,6097.0240486507955,54.99753089583066,-0.008741532051908796,51.91072713975885,-51.28700000000026,-0.4208699921183479,-1.095514906197148,56.86833004553243,49.614039783128604,41.30039015301646,816.3160000001881,6079.3691216666675,6083.244881388889,28.012612105058167,5.773785952220204,287524.5085128676,462696.2375509523,83.5050919999976,136.6470067999967,112.97494575071904,26.136540122975408,24.71845639669672,9718231.772,10173106.83334,9705825.01364,77.20154920969105,108.50487468940695
2017-07-24,1.0,6121.3267,6167.1282,6171.8185,6117.2961,9729992400.0,114327774240.0,0.008498900671466398,0.2709120821147236,0.22097220142762358,54.522400000000744,84.28139285714282,2.0293992752307957,40.30492401146704,0.9656891815535527,6101.084294999999,68.50266187699143,0.9656891815535527,58.73410013922755,20.275499999999738,-0.3964596577118428,-0.5567112061323654,61.954795924248316,48.74606138218395,44.25628037313768,4640.868000000228,6102.591285,6076.210290069445,9.763463907194863,1.4262178634981544,267778.56412712485,398583.08810830227,73.6724499999973,128.69640599999693,115.6917043811357,26.505094175327667,25.25582546034867,11432777.424,10198842.6552,9803285.29688,81.75053344808254,114.49538947928288
2017-07-25,0.0,6159.4123,6153.5984,6170.6462,6113.5608,8922430400.0,102685759983.0,0.004165450576040269,0.403406369663172,0.21007385265054873,57.085399999999936,83.61250714285708,1.0334952984835077,36.811008469454805,0.7080025936159816,6104.663174285715,78.30630183612702,0.7080025936159816,51.92515745995102,-40.36570000000029,-0.4086115436730566,-1.1630625504215342,59.191926486848736,49.109355952916815,51.51491446728247,3085.725000000184,6118.996249166668,6079.854515486113,5.787909391709034,5.54033475358127,304195.5201008031,357671.8278280424,70.33656599999813,120.12731239999793,111.36347363106422,26.86314001844374,25.757608192953725,10268575.9983,10575927.484280001,9922189.36141,74.13840293711682,104.84006758169204
2017-07-26,0.0,6151.8543,6146.7028,6162.8805,6111.038,8875349500.0,105711416131.0,0.001990151532948707,0.4201451105174411,0.20016922337945253,51.842500000000655,82.88449999999999,0.34838042829099214,35.55143638156727,0.28538879214840024,6107.003188650792,84.27135271645099,0.28538879214840024,44.7005730868945,-54.950700000000325,-0.4321792553530139,-0.9643672317636742,57.62039321347273,49.33763491978824,56.26154337492761,2093.7070000002677,6126.1785975,6090.357349097227,7.879215229568789,9.882277672655784,300078.0623771786,327674.3328784396,66.64371999999912,110.5633837999997,104.76720252770282,27.11737396326674,26.212279389573325,10571141.6131,10513249.991220001,10083757.16309,69.23297783303208,98.58922949196872
2017-07-27,1.0,6136.9603,6184.0207,6192.9383,6105.962,10400553800.0,121283201419.0,0.0015426759486751845,0.29973574840915873,0.23969895324880452,86.97629999999936,85.30510714285707,0.6163279941821521,61.948302180104946,0.2760814962164642,6111.242577301587,89.05777403622932,0.2760814962164642,45.79571669352455,-41.990099999999984,-0.43925206756028734,0.8978063643786838,63.85287781279717,49.689315038561844,58.82787149587037,5490.359499999977,6133.513184583334,6104.259958541671,2.548012386901458,6.085906719980301,326183.83983311336,308080.5661243946,66.66669399999682,100.53998499999724,110.25471639617335,27.2610179360078,26.584822662281933,12128320.1419,10823809.38986,10334071.75749,71.57363911760879,104.93444989314646
2017-07-28,1.0,6170.6584,6215.4633,6229.0561,6165.9919,8646787900.0,104848546513.0,0.002044779188061567,0.26184828087785483,0.2767958337864025,63.0641999999998,86.43171428571421,0.8103098536554705,107.13217782160156,0.2903251740722892,6118.632468888889,92.10980283733814,0.2903251740722892,53.1462145515271,8.906500000000051,-0.4039074060972184,1.344712292313055,68.53192070535576,50.711711585556216,61.33670728583609,8248.081000000002,6146.270779166667,6117.819869513893,3.5205350732605987,9.153733536437986,371775.0549273109,309589.2583130649,71.58279599999969,90.96487899999984,121.86772109274165,27.094761429665446,26.82965460761447,10484854.6513,10977133.96572,10575120.399530001,78.88767485953369,119.13030978204728
2017-07-31,1.0,6214.6567,6298.0004,6299.8004,6208.461,11333106600.0,129773218265.0,0.005677428982062151,0.37742675307230883,0.3133263448457919,91.33939999999984,87.41577142857133,1.6765506395443504,155.17768252699764,0.4239886194775759,6132.440282301587,94.72759797670113,0.4239886194775759,60.74949707184203,169.0061999999998,-0.2897416937877056,2.4076145731457332,77.64656269707433,54.85544180130064,64.79974515894479,15898.7654999999,6177.46861625,6134.1697852777825,0.39400697873920465,0.9286085729144408,652946.2804793357,370492.88697414496,107.30290399999922,87.3714525999998,150.33601438062448,26.889290163723633,26.955112947739178,12977321.8265,11286042.84622,10742442.75071,90.46660316709175,133.11524758891505
2017-08-01,0.0,6293.0559,6286.5362,6299.1562,6261.2848,10108155700.0,116917914719.0,0.006261739175223526,0.4344117888114268,0.33787633784788995,37.871399999999994,83.46742142857134,1.166429692171575,139.92432434626164,0.4288622475019624,6146.87956809524,95.39147425416976,0.4288622475019624,67.48721782404628,153.54399999999987,-0.16211774800230103,2.5746973721203936,74.07061526216745,57.98300103246182,66.81904738778788,14053.928000000178,6203.107058333334,6150.922414166671,3.4711151260250497,6.842916573806095,874067.110144956,471540.9779771164,135.88192399999934,88.41761599999973,138.90352550631934,26.55867903909881,26.964043758367712,11691791.4719,11570685.94094,11073306.71261,77.51929200242947,117.03840651319666
2017-08-02,0.0,6289.2453,6251.8627,6313.5062,6248.3556,11401201100.0,132732752804.0,0.0033071247709900945,0.35843211823779253,0.3532897814629848,65.15059999999994,84.66940714285705,0.3439839599540157,112.78722178187336,0.3378010162140939,6159.154250555555,90.09389718894832,0.3378010162140939,59.567850219390635,101.92900000000009,-0.20680659441182722,6.3882601277994056,63.46285552199342,59.290536076513774,67.53087144456488,10297.085000000152,6216.9346816666675,6167.245486250002,23.079103215840323,29.70138409071432,965727.4294789159,581796.2962068017,147.87137399999938,92.17642079999969,130.32635788671934,26.300089173064798,26.870201950804557,13273275.2804,12111112.6744,11312181.33281,77.29578888631863,114.72086463448044
2017-08-03,1.0,6240.1518,6261.9676,6288.4352,6236.66,10015993900.0,113164040247.0,0.0007485011580068669,0.32029443527156837,0.35946257560759043,51.77520000000004,85.36586428571425,0.19722383609988856,90.92818944566733,0.24954280707023174,6170.091911825397,85.03788272933541,0.24954280707023174,57.98745540915057,133.22789999999986,-0.20006601513382022,5.448126376478157,65.20548131580472,60.34301361136089,68.79505367654058,11006.0045000002,6222.650322083334,6183.324107013893,22.12482189978989,24.832589877240615,1046152.5914321039,706142.0510492893,154.19794999999976,97.76614699999963,129.5228951513899,26.03777263710727,26.69026839644462,11316404.0247,11948729.45096,11386269.42041,82.58921287424805,122.91667961917143
2017-08-04,0.0,6258.8472,6225.1151,6297.1163,6224.2026,12588838600.0,140098302354.0,-0.002736322096277372,0.33011575895313383,0.35030124926883566,72.91370000000006,71.4340071428571,-0.5014917134606032,71.74878756109086,0.030822802379495914,6179.284560555555,76.86714465278303,0.030822802379495914,56.74046602270055,348.65589999999975,0.2453707080058143,2.7355520919690957,53.945429841685986,60.57207038436239,67.1438104346612,7325.2330000002075,6220.478460833334,6197.818319722225,42.58904850147587,59.920360263377816,1081772.5317191784,832073.499696965,155.58132600000226,104.97377040000174,124.16263871747675,25.838711862445393,26.453217384184242,14009830.2354,12653724.56778,11815429.266750002,78.6269831740674,117.46140969996743
2017-08-07,1.0,6227.5184,6303.4209,6304.2674,6217.2893,10857231600.0,114075085978.0,0.00011139665447375327,0.327543760020747,0.33872608045674885,86.97809999999936,70.82683571428568,0.5145852703172978,81.76752808157251,0.017304908822078514,6191.75328166667,79.39283610825433,0.017304908822078514,63.06078845584439,364.9867000000004,0.3930948456195394,3.3469078786057427,68.02467699368839,61.244993932714785,67.05927017622557,14671.492500000295,6229.664121250001,6211.717210069448,4.859350441978029,9.600914653882114,1114196.8279879931,955810.4618737461,160.15819000000192,113.62234440000175,122.89178145192035,25.708657075735886,26.22219999186265,11407508.5978,12339761.92204,11812902.384130001,85.52545313586735,122.15469555686569
2017-08-08,1.0,6302.0261,6303.716,6322.4694,6281.6178,12038043700.0,131243284609.0,0.002302767129737516,0.3464125024993399,0.3445606747180215,40.85159999999996,63.61175714285712,0.5040241884841847,97.1757582653733,0.05483690339935631,6206.010274920634,83.01060508650008,0.05483690339935631,63.644460452574535,244.35780000000068,0.25982785173216877,2.8991929509310177,68.068821674853,62.07943246132074,65.4629815083748,13827.39350000029,6239.939107083334,6222.128958541671,8.661782461015024,17.82979860258706,1108668.363969599,1031764.1424554578,165.83430599999883,123.17211839999945,122.78443850567528,25.634798498010156,26.013118047577034,13124328.4609,12626269.319840001,12098477.63039,82.52235854025965,119.29573921377643
2017-08-09,1.0,6296.115,6340.022,6340.3754,6285.0247,11534764800.0,123988807118.0,0.003702032895154097,0.3397891347022348,0.35430328144606904,55.35069999999996,62.29522142857143,0.9394117714628993,104.36966547191973,0.2812450345669086,6221.365349523809,88.11173227285526,0.2812450345669086,64.28088296039037,240.73850000000039,0.1820235772599199,2.8034734221999758,73.47519331400983,63.32239133044625,65.36374056769374,16422.844500000247,6261.343499583334,6231.835032083337,0.15075929959633957,0.28711609190636994,1136178.896683759,1075449.4402119261,174.8478699999987,133.99253339999942,125.1744638214473,25.62916144298082,25.858198448224055,12398880.7118,12451390.40612,12281251.540259998,87.976302151347,127.63300077453934
2017-08-10,0.0,6322.8308,6289.2174,6341.4803,6246.658,11269947000.0,127938266172.0,0.0026204484519809193,0.3295907181710424,0.34832377708341067,94.82229999999981,65.03884285714282,0.03140061996961566,66.19294817860631,0.08668826926621188,6233.656239126983,82.53665227412372,0.08668826926621188,57.36881929079208,163.10910000000058,0.1327762778267678,2.20389747891252,57.209721555113525,63.34205492779729,64.32155481197222,10645.966000000044,6265.8933283333345,6239.994806527781,29.781398656549186,42.08267909912941,1101785.5633120993,1098125.7958507894,173.78317999999763,144.7041819999992,118.9228864756683,25.728661157289928,25.762960445594913,12793826.6172,12746874.92462,12347802.18779,77.96632131726332,113.70229637977403
2017-08-11,0.0,6242.4877,6161.1903,6275.8931,6153.6005,11786061600.0,131559160784.0,-0.00485230589290495,0.3005043635158001,0.33158534892145736,135.6169000000009,70.83130714285711,-1.7424060975430473,-57.53475382347174,-0.20318426481206092,6235.908132539682,61.51864684539194,-0.20318426481206092,50.16096951695835,-5.9378999999999,-0.03588505805600301,0.23569546912207695,34.26898724193893,61.50467647013892,59.16547235405276,-2318.996999999945,6249.868754166668,6244.5312118750035,95.96028950424653,95.96028950424653,993235.1442159936,1089306.2213147709,160.58242199999768,153.60414459999902,100.92627542522219,25.96057957064274,25.75009493451749,13155916.0784,12576092.09322,12614908.330500001,70.5050298353471,108.53155967594923
2017-08-14,1.0,6165.1298,6292.6418,6293.3517,6165.1298,8984502300.0,113335483019.0,-0.0031938906803817974,0.39340479254109423,0.3359569332093701,132.16139999999996,76.19387857142854,0.17416300621990208,3.1912362943539283,-0.03433100449255753,6241.933302380953,59.38584815567196,-0.03433100449255753,56.085561746992774,139.04340000000047,-0.00010447908896214973,1.7564802135930702,56.00519451502897,60.30414173731873,59.50876538369363,8745.240000000013,6250.4497666666675,6249.526429513889,25.994545448738865,25.994545448738865,759160.0081721679,1035537.4673902681,150.50976999999966,157.92483120000125,99.56886649833743,26.277497508752603,25.82322587556867,11333548.3019,12561300.03404,12450530.978039999,80.86401366344822,117.66768930611819
2017-08-15,1.0,6291.1835,6314.7608,6316.1989,6283.5442,8260366300.0,107585954406.0,-0.0007458398107494133,0.4536026015845621,0.3526204539984943,32.65470000000005,74.82332142857136,0.4960446146981801,86.86529638315552,0.03518932926792735,6251.774113412698,65.45078831088574,0.03518932926792735,61.80508248627395,168.058,0.049468997646551945,1.5975880671678988,58.75894387470443,59.46655959657452,57.96447744508463,9075.507000000016,6258.540320833334,6254.3391294444455,14.221592741742361,14.221592741742361,555705.5251371404,942455.583581794,143.8674779999974,158.7233865999986,105.38326329576988,26.432021221835655,25.943786566585327,10758595.4406,12088153.429979999,12357211.37491,83.99358078888181,121.92817293229584
2017-08-16,1.0,6307.1705,6318.7986,6323.5599,6268.1876,8961769800.0,113207847055.0,0.0033666668850626555,0.45836941387049035,0.3686521608631639,55.372299999999996,72.56589285714283,0.520090727403709,81.0153012805994,-0.06759511229059892,6260.904852142857,72.58621463296566,-0.06759511229059892,55.39632622282847,134.77790000000005,0.03253620174964,0.33023497426263315,59.31677018171835,59.20291625644735,56.505802560488426,8182.085000000006,6275.529578333335,6260.2708746527815,12.072452706464462,12.072452706464462,482122.8804043131,838031.3363209133,143.28540200000043,158.26478940000007,112.38430524652759,26.463854304663826,26.08196253436094,11320784.7055,11872534.22872,12161962.31742,87.11873589715748,126.50908077721262
2017-08-17,1.0,6327.0275,6366.034,6366.2517,6312.8892,9872488600.0,119456888913.0,0.006846400757520364,0.7459747165063997,0.4209560304238705,53.36250000000018,71.87291428571429,1.2017205610155581,165.24966873350917,0.24482123050587964,6272.633516190476,81.19792192387078,0.24482123050587964,55.826962989120744,150.5706999999993,0.03075385330699762,1.2645723729388436,65.808889095218,59.238474606020624,55.22808346825463,11571.872500000336,6291.422466250002,6265.2840357638925,0.10237421655751279,0.10237421655751279,442399.36850955803,722401.4149585463,145.55090200000177,157.40008460000007,132.22827238864753,26.447895484130353,26.218418207885872,11945688.8913,11702906.68354,12224890.80408,96.3079813046409,137.9833037052246
2017-08-18,0.0,6324.8974,6347.7557,6361.9716,6313.1511,9117455400.0,111490643528.0,0.00254422204685667,0.7453009349200803,0.47081708447646303,52.88289999999961,69.12602142857142,0.7548785274465947,120.35176813094725,0.5931481135496655,6281.878172777779,85.87691400760936,0.5931481135496655,48.92621921053589,49.75529999999981,-0.025891201805323196,1.5338308693183533,61.26884390119659,59.6109154370987,55.90460439458196,8635.805500000333,6309.336918749999,6272.524634166668,8.697811251476631,8.697811251476631,493280.344543078,620983.8784970428,150.24533000000338,156.86648500000257,123.70262436150557,26.385030566180593,26.32781310936765,11149064.3528,11301536.33842,11938814.215819998,88.73087111852833,137.65961397060198
2017-08-21,1.0,6354.0964,6403.7803,6404.0497,6354.0107,8652179500.0,105733629878.0,0.0032324047719126314,0.7209571929077974,0.5184630917521583,56.29399999999987,70.4419214285714,0.9959859079374984,171.18772520305865,0.35125958269476554,6294.72434825397,90.550543862869,0.35125958269476554,48.46595951026251,117.2441000000008,0.0023263869617808036,2.2646667798153386,69.1076622629079,59.674103006053315,61.71105030307285,13055.005000000165,6327.442788333334,6285.453639861112,0.10756672410980866,0.11275745553184272,504867.573954802,539589.2834535086,150.26276600000165,155.87694260000018,135.47582290985255,25.9594563767817,26.32762591039077,10573362.9878,11149499.275600001,11855399.654819999,97.69271078328481,149.8590626454744
2017-08-22,0.0,6396.9258,6375.9814,6398.5649,6362.4094,8910016600.0,116758431356.0,0.0023857017525177604,0.6914271454034071,0.5636926451562039,41.3709000000008,68.74337142857146,0.3377586113867905,129.838578512667,0.19281392869130962,6305.691684365079,91.27952044271828,0.19281392869130962,49.25593833846812,124.11869999999999,0.0028180476829176232,2.423510209473867,61.67522921080921,59.32364766971078,62.656053509522245,9163.200000000052,6335.919190833334,6299.6985438888905,11.207182933704681,20.659403910288475,518463.32494403236,499473.1695821541,149.57081000000107,154.2505930000003,183.36434868303942,25.515230792649977,26.200581457707003,11675843.1356,11332948.8146,11710551.12229,124.7655230308925,203.92023910890913
2017-08-23,0.0,6359.7757,6322.7819,6371.3,6310.0102,7560985100.0,94213289884.0,-0.0009217224462541025,0.6025808718928278,0.6014522087033324,65.97119999999995,69.75737142857146,-0.5203613836196362,48.382304309237895,0.012521237821160245,6311.023004206349,85.52967857589042,0.012521237821160245,50.081396764980354,60.8143,-0.039082168585679915,0.30715067749957914,49.45958315806132,57.939337490279186,61.10616424329769,2962.8545000000486,6335.8071920833345,6312.576355763888,32.4488159674695,59.81638735158664,478524.6215505586,486609.68565105676,140.7197900000001,150.83778499999897,202.78778009516657,24.97942511479722,25.95848210653395,9421328.9884,10953057.671179999,11412795.949949998,112.71030480146689,179.9457848915112
2017-08-24,0.0,6322.6281,6278.59,6329.0305,6267.2324,6756758600.0,86463516864.0,-0.0034932970619200613,0.4906141055787758,0.6136033728330426,61.79809999999998,68.96340000000002,-1.1113903463352302,-32.046816637347796,-0.27483996718126025,6311.44914968254,74.58199735107364,-0.27483996718126025,52.21510727620493,53.47490000000016,-0.10132329678251684,-0.39859029182152117,41.304640917161564,56.88976449809415,58.10414485023498,-1929.1819999996733,6321.918898333334,6320.307909097224,50.09387133199045,91.69871061627418,466025.62648632564,483926.8099980594,134.50855199999933,146.91032219999914,160.16352531577084,24.440277444991313,25.621219296588507,8646351.6864,10293190.230199998,10998048.45687,95.30096094235046,149.51513550527494
2017-08-25,1.0,6274.3511,6346.5305,6358.8868,6274.3511,7554972700.0,94698935464.0,-0.0033386903285187335,0.46010493751053755,0.6144161648237895,84.53570000000036,68.78894285714296,0.009883541717348315,25.68412180707098,-0.003861465141166945,6314.260322460318,67.68935867215045,-0.003861465141166945,51.0421073034965,43.10959999999977,-0.06830365105560146,0.10265737248229545,54.99460540049633,58.11838494605793,56.30176115550631,4209.532000000399,6325.675241666666,6326.016705000003,24.074679421847975,42.04088225684899,585497.0289111007,507776.4200649821,146.37195399999928,145.48927539999931,146.00297763871924,23.946929419536122,25.204391619156144,9469893.5464,9957356.068919998,10629446.203669999,98.46962853482533,153.38367754487888
2017-08-28,1.0,6348.87,6424.5841,6442.3999,6348.87,9489340100.0,123347859463.0,0.0018826743975536677,0.585291380152072,0.6302814106089871,95.8694000000005,72.71878571428586,1.0359976636972843,140.7523211032618,0.06556990749282204,6324.284539682539,71.50117927678627,0.06556990749282204,50.13365832416849,120.86809999999969,0.020721925955482105,2.1523615958958464,65.94490687177304,58.7304527925685,57.08110490461642,11381.973500000186,6340.079802083334,6331.140518888893,10.170722308647587,10.170722308647587,674748.7659137491,538021.1569600936,152.222732000002,145.6605716000019,155.93275534342408,23.67498654734427,24.752717616016763,12334785.9463,10309640.66062,10729569.968109999,107.40466290093933,162.46675983097632
2017-08-29,0.0,6420.5677,6408.1567,6439.0793,6393.4761,8770409700.0,111434485531.0,0.004942820764666879,0.661101061176557,0.6196722036927569,45.60320000000047,72.0225357142859,0.7660939694335155,125.94586977914717,0.10134441794590963,6334.603206746033,74.69163111973938,0.10134441794590963,49.08995129500786,68.13469999999961,0.02665655827178221,4.008420256066425,62.12721786708509,58.94324991468112,55.91769662825782,9131.13100000046,6356.3409458333335,6335.956878472221,19.548831832389403,19.548831832389403,744010.111162785,577878.2464947593,154.7372800000012,146.74755180000201,152.94386463527724,23.5107540892724,24.344600568098546,11143448.5531,10203161.74412,10768055.27936,101.13461950065592,152.3355851541762
2017-08-30,1.0,6405.8963,6453.4636,6462.7571,6405.8963,9555966100.0,115513787287.0,0.006374459135401422,0.6344542731237683,0.6058163709682178,56.86079999999947,69.31100000000015,1.272881311300842,136.43433831037157,0.41119904080481295,6346.611553888888,80.62806007339657,0.41119904080481295,57.49333898939831,164.2461999999996,0.07143449515316558,2.5557119745795776,68.21687271743889,59.50678369509616,57.007972448158164,12653.816500000175,6377.672758750001,6342.915806458333,4.753107919357386,4.753107919357386,768467.608075642,619545.6270166935,160.69835800000146,148.48884740000204,159.88500205179287,23.415988735124436,23.99472689184429,11551378.7287,10629171.692179998,10791114.681680001,113.56390108723507,170.3891852612026
2017-08-31,1.0,6451.517,6470.4259,6470.9433,6429.7427,9102916900.0,110910641361.0,0.004275921002356243,0.6139086713535932,0.5924353057739423,41.20060000000012,62.56697857142866,1.148474446350699,135.92322859114486,0.6011530408128101,6359.916342777777,86.89165588524426,0.6011530408128101,66.15912724980375,309.2356,0.22774722827189936,2.4650989155440506,70.35814770663322,59.79529349038144,60.491063391471805,13307.755000000361,6396.300230000001,6352.997979444445,0.25398739095439904,0.25398739095439904,765420.921625881,667361.6770292476,161.57573400000183,150.09133060000195,167.94843658169634,23.313414429030807,23.71705844421656,11091064.1361,11118114.18212,10705652.206159998,117.21900823077691,176.97101460018035
2017-09-01,1.0,6472.9476,6526.5046,6530.8989,6466.1264,12111719200.0,140862432142.0,0.004077377038851631,0.6023453654981337,0.5813000832857831,64.77250000000004,57.753485714285816,1.37035150193147,168.3096574527059,0.5606117762709502,6376.529251746032,91.31798693556985,0.5606117762709502,67.12323994232365,233.86279999999988,0.2387958387839467,3.2871122051587376,76.60990655267503,60.773394138887795,66.37527703617906,17408.677500000158,6423.397351250001,6369.911054930554,1.666612937176291,1.7128581886104364,738057.4879459715,712700.3206058537,169.12680600000203,151.979478200002,179.04668021865763,23.476298722015198,23.556395323720547,14086243.2142,12041384.11568,10999370.0923,124.58517664420299,184.47595029076774
2017-09-04,1.0,6530.5086,6564.6804,6566.1014,6519.7882,11998402500.0,143876861352.0,0.0058812977399478,0.6884980370205068,0.592039728926743,46.3131999999996,58.72909285714292,1.3907271125231242,174.54150919391975,0.43396126316097045,6396.293308650793,94.47620832858092,0.43396126316097045,68.18352927413142,249.91960000000017,0.22300913648435244,3.1204106041532453,80.04757522775398,61.51664182053746,70.5507681705415,19919.960000000174,6446.9584791666675,6390.1249278472205,0.47545914765310837,0.654141160071412,734028.2547472911,737455.5249118874,176.15601999999944,154.5688035999996,177.30638343905812,23.667624129510543,23.50984444204961,14387686.1352,12451964.15346,11380802.407039998,125.72119956512023,178.83690519939833
